0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0010166833189045757,0.0020425505575247097,0.0030766507586770216,0.004118015035376882,0.00516565737595188,0.006218575474661783,0.0072757515872366495,0.008336153410713473,0.009398734986920808,0.01046243762893026,0.011526190869763505,0.012588913432613662,0.0136495142218107,0.014706893333731449,0.015759943086826732,0.016807549069910176,0.01784859120782626,0.01888194484358844,0.019906481836052477,0.020921071672164768,0.02192458259280107,0.022915882731187318,0.023893841262871172,0.024857329566191053,0.025805222392167895,0.02673639904272474,0.027649744556119425,0.02854415089845768,0.029418518160135725,0.030271755756045366,0.03110278362835874,0.031910533450695576,0.03269394983246219,0.03345199152213923,0.034183632608283866,0.03488786371700231,0.035563693204638966,0.03621014834442181,0.036826276505796,0.03741114632517319,0.03796384886681963,0.038483498772603236,0.03896923539931869,0.03942022394230879,0.03983565654410203,0.040214753386788,0.04055676376685664,0.04086096715123178,0.041126674213236125,0.04135322784723251,0.04154000416069528,0.04168641344247591,0.04179190110603914,0.04185594860645878,0.04187807432997687,0.041857834454945876,0.04179482378299072,0.04168867653924623,0.04153906714054523,0.041345710930454055,0.04110836488007483,0.04082682825355774,0.040500943237291843,0.04013059553176947,0.03971571490514734,0.03925627570755626,0.038752297345242104,0.03820384471365208,0.03761102858861335,0.036974005974784806,0.03629298041059847,0.035568202228943004,0.034799968772879435,0.03398862456571784,0.033134561434823226,0.03223821858855981,0.03130008264582445,0.030320687617662587,0.029300614840504127,0.028240492860600437,0.027140997269289983,0.026002850488765817,0.024826821508065165,0.02361372556904967,0.022364423802192467,0.02107982281203868,0.019760874212254698,0.018408574110232452,0.01702396254126616,0.015608122852369543,0.014162181035854711,0.012687305012845077,0.011184703866947879,0.009655627028364904,0.00810136340877251,0.006523240487356663,0.004922623348441045,0.0033009136712004944,0.0016595486720060032,6.5027025162712565e-18
0.0,0.0020838128158591064,0.004186449162356762,0.006305959940172445,0.00844035930073547,0.01058762629640033,0.012745706582900666,0.014912514172875873,0.017085933239200466,0.01926381996678278,0.021444004451436974,0.023624292644370354,0.02580246834076697,0.027976295210888465,0.030143518872053885,0.032301868999802134,0.03444906147648411,0.03658280057547538,0.03870078117914646,0.04080069102867424,0.04288021300372654,0.044937027430001955,0.04696881441255798,0.048973256192813876,0.050948039527069354,0.05289085808433622,0.054799414861238765,0.05667142461169861,0.058504616289081754,0.06029673549844922,0.06204554695651956,0.06374883695691867,0.06540441583826295,0.06701012045259473,0.06856381663166301,0.07006340164851955,0.0715068066718805,0.07289199921068416,0.07421698554626101,0.07547981314951763,0.07667857308052597,0.07781140236790103,0.07887648636534339,0.07987206108272184,0.08079641548906834,0.0816478937848617,0.08242489764098075,0.08312588840171416,0.08374938924922644,0.08429398732689088,0.08475833581891669,0.08514115598371687,0.0854412391384832,0.08565744859246041,0.08578872152643752,0.08583407081600473,0.08579258679615633,0.08566343896485569,0.08544587762321669,0.085139235449996,0.08474292900813554,0.08425646018113968,0.08367941753712134,0.08301147761840308,0.0822524061546133,0.08140205919727526,0.08046038417394562,0.07942742086002261,0.07830330226640751,0.07708825544127161,0.07578260218424933,0.07438675967145172,0.07290124098976823,0.07132665557900154,0.06966370958045993,0.06791320609071202,0.06607604531929324,0.06415322464923806,0.06214583859939975,0.060055078687609245,0.057882233193815344,0.05562868682244191,0.05329592026329307,0.05088550965043267,0.04839912591856346,0.04583853405652976,0.04320559225766959,0.04050225096684307,0.037730551824067975,0.034892626504797984,0.03199069545698303,0.029027066535160424,0.026004133531929707,0.022924374607273784,0.019790350616297313,0.016604703336060796,0.0133701535923013,0.010089499286937255,0.006765613327366617,0.0034014414586777046,1.3328058589301122e-17
0.0,0.0032022112580582297,0.006433348781118969,0.009690417373193526,0.012970365365436476,0.016270087151982873,0.01958642580612241,0.02291617577495731,0.026256085650592505,0.029602861015809008,0.03295316736207518,0.036303633077655446,0.03965085250348206,0.04299138905436351,0.046321778403011854,0.049638531724282425,0.052938138996931935,0.056217072360114986,0.05947178952175619,0.06269873721585266,0.065894354705683,0.06905507732982155,0.07217734008778173,0.0752575812620407,0.0782922460731272,0.08127779036438804,0.08421068431298438,0.08708741616360692,0.08990449598134224,0.09265845942006547,0.09534587150268353,0.0979633304095035,0.10050747127095529,0.10297496996085537,0.10536254688635927,0.10766697077071553,0.10988506242490222,0.11201369850419736,0.1140498152457139,0.11599041218290469,0.1178325558330297,0.11957338335356445,0.12121010616351675,0.12274001352561975,0.12416047608536177,0.1254689493628225,0.12666297719328923,0.12774019511263957,0.12869833368349273,0.12953522175815163,0.13024878967438233,0.1308370723801058,0.13129821248310986,0.1316304632219263,0.13183219135406016,0.13190187995780223,0.13183813114390827,0.1316396686734804,0.1313053404784465,0.13083412108109488,0.13022511390918948,0.12947755350326198,0.12859080761275196,0.12756437917774668,0.1263979081931558,0.12509117345224252,0.1236440941665269,0.1220567314591708,0.1203292897290542,0.11846211788285647,0.11645571043256281,0.11431070845592703,0.1120279004175373,0.10960822284824825,0.10705276088086543,0.10436274864009226,0.1015395694848788,0.0985847561014419,0.09549999044536202,0.09228710353129811,0.08894807506900346,0.08548503294446735,0.08190025254515475,0.07819615592846202,0.07437531083266012,0.07044042952974611,0.06639436751978282,0.06224012206646009,0.05798083057377122,0.053619768803859685,0.049160348936250015,0.04460611746884502,0.03996075296123193,0.03522806362100796,0.030411984734002973,0.025516575939441795,0.020546018351261405,0.015504611526962347,0.010396770285545177,0.005227021376252159,2.0481330634836365e-17
0.0,0.004372658863786455,0.008784816898260408,0.013232384126454912,0.017711193457022486,0.02221700414695199,0.02674550537398665,0.031292319916212535,0.03585300793615285,0.04042307086656991,0.04499795539504545,0.0495730575442798,0.054143726844922434,0.05870527059762034,0.06325295822084659,0.06778202568094956,0.07228768000074422,0.07676510384284937,0.08120946016386184,0.08561589693534531,0.08997955192750562,0.09429555755131648,0.0985590457547599,0.10276515296874512,0.10690902509817628,0.11098582255354625,0.1149907253183476,0.11891893804750688,0.12276569519196955,0.12652626614448664,0.13019596040158332,0.13377013273662264,0.1372441883788148,0.1406135881929656,0.14387385385470317,0.1470205730158749,0.15004940445476359,0.15295608320573073,0.15573642566286616,0.15838633465219049,0.16090180446693708,0.1632789258604223,0.16551389099099878,0.16760299831358322,0.16954265741224592,0.1713293937683556,0.17295985345878342,0.17443080777868455,0.17573915778339888,0.1768819387440384,0.17785632451136338,0.17865963178258756,0.17928932426579702,0.17974301673671988,0.18001847898263834,0.1801136396282987,0.18002658983874223,0.1797555868940547,0.1792990576311118,0.17865560174748374,0.17782399496275322,0.17680319203260025,0.17559232961110713,0.1741907289568487,0.17259789847844545,0.1708135361153773,0.16883753154998113,0.16666996824668626,0.16431112531467768,0.161761479190318,0.15902170513580613,0.15609267855070083,0.15297547609309636,0.14967137660739513,0.1461818618557914,0.14250861705074896,0.13865353118593096,0.13461869716322042,0.13040641171365233,0.1260191751102672,0.12145969067108581,0.116730864050602,0.11183580231838908,0.1067778128236159,0.10156040184447765,0.09618727302175034,0.09066232557589576,0.08498965230735216,0.07917353737986615,0.07321845388694029,0.06712906120168907,0.060910202110624846,0.0545668997321145,0.048104354220477395,0.041527939256922795,0.03484319832875044,0.028055840798473862,0.021171737764749538,0.014196917717230164,0.007137561987690277,2.796750892596161e-17
0.0,0.005595889831408432,0.011242328542682563,0.016934082004832925,0.02266581740210041,0.028432107663352156,0.03422743603386677,0.04004620078427068,0.04588272005321509,0.05173123682021308,0.0575859240048876,0.06344088968871546,0.06929018245518768,0.07512779684414622,0.0809476789158972,0.08674373192054584,0.09250982206784522,0.09823978439270076,0.10392742871132782,0.10956654566291554,0.11515091283151274,0.12067430094271579,0.1261304801296097,0.1315132262622847,0.13681632733513185,0.14203358990600198,0.14715884558120118,0.15218595754018818,0.15710882709373852,0.16192140026924068,0.1666176744167014,0.17119170482895,0.17563761136945155,0.17994958510106543,0.1841218949090181,0.18814889411129546,0.19202502704960805,0.19574483565402845,0.19930296597436284,0.2026941746712784,0.20591333546018253,0.20895544550082465,0.21181563172557744,0.21448915709934693,0.21697142680405615,0.21925799434065654,0.22134456754163237,0.22322701448698437,0.2249013693167056,0.22636383793279885,0.22761080358392707,0.228638832325837,0.22944467835075535,0.2300252891790204,0.23037781070628577,0.23049959209971005,0.23038819053663825,0.23004137577937056,0.2294571345797197,0.22863367490716793,0.2275694299945488,0.2262630621953081,0.22471346664652556,0.22291977473202104,0.22088135734001443,0.2185978279099609,0.2160690452633444,0.2132951162133799,0.21027639794874808,0.20701350018666673,0.20350728709079222,0.19975887894963612,0.19576965361138388,0.19154124767120795,0.18707555740738074,0.18237473946271004,0.1774412112680452,0.17227765120483116,0.1668869985039213,0.16127245287810352,0.15543747388603407,0.14938578002552919,0.1431213475544155,0.1366484090374002,0.1299714516176859,0.12309521501231968,0.11602468923054135,0.10876511201466466,0.10132196600330656,0.09370097561706009,0.08590810366698465,0.07794954768658205,0.06983173598820563,0.06156132344514513,0.053145187000919934,0.04459042090760363,0.035904331695302556,0.027094432875199404,0.018168439378871755,0.00913426173689134,3.579128939253473e-17
0.0,0.006872588766454668,0.013807259109635879,0.020797582737139934,0.027837010154465724,0.03491887610743095,0.04203640519700744,0.04918271766259848,0.05635083532956974,0.06353368771663605,0.07072411829849992,0.07791489091893324,0.08509869634929206,0.09226815898725696,0.09941584369039551,0.1065342627389525,0.11361588292208621,0.12065313274158437,0.12763840972691556,0.13456408785529494,0.14142252507027483,0.14820607089220347,0.1549070741137363,0.16151789057342858,0.16803089100028834,0.1744384689220255,0.1807330486295957,0.18690709319050305,0.19295311250320574,0.1988636713848434,0.20463139768439897,0.21024899041329834,0.2157092278853552,0.22100497585787715,0.22612919566566542,0.23107495233956465,0.2358354227011528,0.2404039034250963,0.2447738190606507,0.24893873000373473,0.25289234041097636,0.2566285060470989,0.26014124205699585,0.26342473065383537,0.26647332871453044,0.26928157527392066,0.2718441989090259,0.2741561250047576,0.2762124828925084,0.2780086128530808,0.2795400729754724,0.28080264586309206,0.28179234517905444,0.28250542202227963,0.28293837112621284,0.28308793687207745,0.2829511191086835,0.28252517877092687,0.2818076432892446,0.28079631178242265,0.2794892600262979,0.27788484519105094,0.2759817103399435,0.273778788682531,0.2712753075755549,0.2684707922649123,0.2653650693622925,0.2619582700502821,0.2582508330099466,0.2542435070651243,0.2499373535378955,0.24533374830992893,0.24043438358465374,0.23524126934545705,0.22975673450537062,0.2239834277439755,0.21792431802753082,0.21158269480861422,0.20496216790184937,0.19806666703259246,0.19090044105574863,0.18346805684219794,0.17577439783062418,0.1678246622428536,0.15962436096114035,0.15117931506615537,0.14249565303477696,0.13357980759711094,0.1244385122525122,0.11507879744472548,0.10550798639660512,0.09573369060523335,0.08576380499860159,0.07560650275538038,0.06527022978966088,0.05476369890290551,0.04409588360571647,0.03327601161238167,0.022313558011527106,0.011218238116567065,4.395705076884114e-17
0.0,0.008203387007482967,0.016480876979253333,0.024824796857577425,0.0332273289132237,0.041680517241740586,0.050176274465540564,0.05870638863704297,0.06726253033787624,0.07583625996889044,0.08441903522548405,0.09300221875250558,0.10157708597274982,0.11013483308283277,0.1186665852099951,0.12716340472315735,0.13561629969132472,0.14401623248222029,0.15235412849381247,0.1606208850111917,0.16880738018105002,0.17690448209581824,0.18490305797932502,0.19279398346565674,0.20056815196271846,0.20821648409182528,0.21572993719448846,0.22309951489740346,0.23031627672649835,0.23737134776075755,0.24425592831640455,0.2509613036518994,0.25747885368409046,0.2638000627057532,0.2699165290946452,0.27581997500412114,0.28150225602526613,0.2869553708104344,0.29217147064802096,0.29714286897823766,0.30186205083962325,0.3063216822359861,0.3105146194134526,0.31443391803728504,0.3180728422581279,0.3214248736573519,0.32448372006118453,0.3272433242133432,0.32969787229593006,0.3318418022883995,0.3336698121544672,0.3351768678469093,0.3363582111202781,0.3372093671416601,0.33772615188970767,0.3379046793322893,0.33774136837323737,0.337232949558806,0.33637647153460487,0.3351693072439352,0.33360915985862427,0.3316940684336404,0.32942241327695965,0.32679292102636437,0.32380466942506264,0.3204570917882471,0.3167499811529434,0.31268349410374596,0.3082581542672932,0.30347485546859854,0.29833486454262925,0.29283982379480883,0.2869917531044136,0.28079305166513374,0.27424649935738343,0.2673552577472625,0.26012287070740214,0.25255326465526395,0.24465074840480258,0.2364200126277614,0.22786612892122127,0.21899454847839553,0.20981110036003722,0.20032198936419854,0.1905337934924769,0.1804534610112632,0.1700883071069171,0.15944601013418463,0.14853460745758731,0.13736249088592284,0.12593840170042556,0.11427142527756619,0.10237098530787986,0.09024683761264354,0.07790906356065085,0.06536806308775489,0.05263454732229274,0.03971953081992465,0.026634323411861352,0.013390521670885641,5.246883109381794e-17
0.0,0.009588858851598018,0.01926433593349393,0.02901746228353816,0.038839099834482034,0.04871994900741343,0.058650556545757265,0.06862132358429165,0.07862251394733603,0.0886442626699754,0.09867658473589676,0.10870938402512885,0.11873246246469464,0.12873552937491153,0.13870821100379918,0.14864006024179036,0.15852056650867802,0.1683391658044731,0.1780852509156022,0.18774818176762345,0.19731729591540842,0.2067819191615009,0.21613137629314433,0.22535500192824998,0.23444215146037192,0.24338221209255342,0.25216461394971557,0.2607788412590789,0.2692144435879301,0.27746104712788255,0.2855083660146226,0.2933462136719861,0.30096451416907366,0.3083533135789858,0.3155027913276437,0.3224032715210532,0.32904523423927823,0.3354193267853014,0.34151637487688075,0.3473273937694473,0.3528435992980382,0.35805641882622463,0.3629575020899631,0.3675387319242876,0.37179223486075696,0.3757103915835794,0.3792858472323638,0.38251152153947565,0.38538061879002794,0.3878866375925963,0.3900233804488169,0.391784963110118,0.39316582370992686,0.39416073165981097,0.3947647962981325,0.39497347527993476,0.39478258269692745,0.3941882969165988,0.39318716812966376,0.39177612559523717,0.3899524845733289,0.38771395293446725,0.385058637436485,0.38198504965873786,0.37849211158428075,0.37457916082078396,0.37024595545125055,0.3654926785058819,0.36031994204673506,0.3547287908571273,0.34872070572806335,0.3422976063342927,0.33546185369294895,0.3282162521980745,0.32056405122470094,0.3125089462965252,0.30405507981161023,0.29520704132093,0.2859698673549801,0.27634904079409084,0.2663504897784946,0.255980586154631,0.24524614345461135,0.23415441440620186,0.22271308797114303,0.21093028591007157,0.1988145588727877,0.18637488201306684,0.1736206501277004,0.1605616723199278,0.14720816618790245,0.13357075153933448,0.11966044363393549,0.10548864595579337,0.09106714251830457,0.07640808970478619,0.0615240076484066,0.046427771155565054,0.031132600177364158,0.015652049834326123,6.133030356949208e-17
0.0,0.011029517680722637,0.022158667373692934,0.033377132593066496,0.04467440234104403,0.05603977984216748,0.06746239155432417,0.07893119645007608,0.09043499556159262,0.10196244178212903,0.11350204991666141,0.12504220697396187,0.13657118269207216,0.1480771402888202,0.15954814742870557,0.17097218739717795,0.18233717047302814,0.19363094548931756,0.2048413115729847,0.21595603005298478,0.22696283652654742,0.23784945307286967,0.24860360060330638,0.25921301133686936,0.2696654413896078,0.27994868346621266,0.29005057964196446,0.29995903422293396,0.3096620266721453,0.3191476245892173,0.3284039967308221,0.33741942605913,0.3461823228052513,0.3546812375345423,0.36290487420050643,0.37084210317390015,0.3784819742335471,0.38581372950526105,0.39282681633520056,0.3995109000839039,0.40585587682719515,0.4118518859501127,0.4174893226199712,0.42275885012466646,0.42765141206231305,0.4321582443683294,0.43627088716610457,0.4399811964274212,0.44328135542886554,0.446163885990523,0.4486216594833422,0.4506479075916494,0.45223623281740527,0.4533806187129291,0.4540754398289533,0.4543154713650313,0.45409589850949306,0.4534123254563299,0.45226078408659337,0.4506377423021045,0.4485401119995084,0.4459652566729472,0.4429109986338884,0.43937562583691947,0.4353578983006054,0.43085705411281217,0.4258728150102096,0.4204053915220041,0.41445548766828627,0.4080243052037436,0.4011135473978495,0.39372542234302865,0.38586264578268925,0.37752844345142134,0.3687265529200781,0.3594612249388884,0.3497372242721877,0.3395598300188132,0.32893483541266394,0.3178685470984075,0.3063677838777926,0.2944398749225229,0.2820926574501498,0.2693344738599482,0.25617416832626405,0.24262108284734035,0.22868505274817355,0.21437640163648242,0.19970593581142312,0.1846849381252398,0.16932516129858785,0.15363882069084606,0.137638586527286,0.12133757558554675,0.10474934234443728,0.08788786959865763,0.07076755854362457,0.053403218335152554,0.03581005512933185,0.018003660608528163,7.054475178462636e-17
